"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 1 - Parse and Aggregate","complete","Range surface types are parsed by the ordinary type parser:","Range surface types are parsed by the ordinary type parser:","CursiveSpecification.md:9190","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:313-338; /mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:107-155. Range surface types are handled by the ordinary type parser and elaborated by the builtin-range path, not by a dedicated range-only parser."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9192","- `Range<T>` elaborates to `TypeRange(T)`","CursiveSpecification.md:9192","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:124-127. `Range<T>` elaborates to `TypeRange(base)`."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9193","- `RangeInclusive<T>` elaborates to `TypeRangeInclusive(T)`","CursiveSpecification.md:9193","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:129-132. `RangeInclusive<T>` elaborates to `TypeRangeInclusive(base)`."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9194","- `RangeFrom<T>` elaborates to `TypeRangeFrom(T)`","CursiveSpecification.md:9194","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:134-137. `RangeFrom<T>` elaborates to `TypeRangeFrom(base)`."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9195","- `RangeTo<T>` elaborates to `TypeRangeTo(T)`","CursiveSpecification.md:9195","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:139-142. `RangeTo<T>` elaborates to `TypeRangeTo(base)`."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9196","- `RangeToInclusive<T>` elaborates to `TypeRangeToInclusive(T)`","CursiveSpecification.md:9196","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:144-147. `RangeToInclusive<T>` elaborates to `TypeRangeToInclusive(base)`."
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 12. Concrete Data Types > 12.5 Ranges > 12.5.2 Parsing bullet @9197","- `RangeFull` elaborates to `TypeRangeFull`","CursiveSpecification.md:9197","/mnt/c/dev/cursive/cursive/src/02_source/parser/type/type_common.cpp:149-153. `RangeFull` elaborates to `TypeRangeFull`."
"Phase 1 - Parse and Aggregate","complete","RangeType","RangeType = {TypeRange(base), TypeRangeInclusive(base), TypeRangeFrom(base), TypeRangeTo(base), TypeRangeToInclusive(base), TypeRangeFull}","CursiveSpecification.md:9201","/mnt/c/dev/cursive/cursive/src/02_source/ast/nodes/ast_types.h:207-228. The AST implements exactly the six range-type constructors named in the row."
"Phase 1 - Parse and Aggregate","complete","RangeExpr","RangeExpr = Range(kind, lo_opt, hi_opt) where kind ? {`Exclusive`, `Inclusive`, `From`, `To`, `ToInclusive`, `Full`}","CursiveSpecification.md:9203","/mnt/c/dev/cursive/cursive/src/02_source/ast/nodes/ast_exprs.h:72-78; /mnt/c/dev/cursive/cursive/src/02_source/ast/nodes/ast_enums.h:139-146. `RangeExpr` stores `kind`, `lhs`, and `rhs`, and `RangeKind` is exactly `{Exclusive, Inclusive, From, To, ToInclusive, Full}`."
"Phase 1 - Parse and Aggregate","complete","IsRangeType(T)","IsRangeType(T) ? T = TypeRange(_) ? T = TypeRangeInclusive(_) ? T = TypeRangeFrom(_) ? T = TypeRangeTo(_) ? T = TypeRangeToInclusive(_) ? T = TypeRangeFull","CursiveSpecification.md:9205","/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_refs.cpp:1237-1261. `IsRangeType` is implemented directly over the six range-type constructors in the row."
"Phase 1 - Parse and Aggregate","complete","record_decl","record_decl     ::= attribute_list? visibility? ""record"" identifier generic_params? implements_clause? predicate_clause? record_body invariant_clause?","CursiveSpecification.md:9422","cursive/src/02_source/parser/item/record_decl.cpp:531-577; cursive/src/02_source/parser/item/where_clause.cpp:166-170. Record declarations now parse the optional predicate clause through `ParsePredicateClauseOpt` before the record body, matching the grammar row."
"Phase 1 - Parse and Aggregate","complete","record_body","record_body     ::= ""{"" record_member* ""}""","CursiveSpecification.md:9423","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:385-415; /mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:324-378. `record_body` is implemented as `{` followed by zero or more record members and a closing `}`."
"Phase 1 - Parse and Aggregate","complete","record_field","record_field    ::= attribute_list? visibility? key_boundary? identifier "":"" type record_field_init_opt","CursiveSpecification.md:9424","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:107-150; /mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:253-302; /mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:157-164. The compiler accepts attribute_list? visibility? key_boundary? identifier "":"" type record_field_init_opt through the record-member field path plus ParseRecordFieldDeclAfterVis."
"Phase 1 - Parse and Aggregate","incorrect","record_literal","record_literal  ::= identifier ""{"" field_init_list ""}""","CursiveSpecification.md:9436","C:/Dev/Cursive/cursive/src/02_source/parser/expr/record_literal.cpp:148-178; C:/Dev/Cursive/cursive/src/02_source/parser/expr/record_literal.cpp:224-260. The parser still restricts ordinary record literals to an unqualified identifier target with no generic arguments, but it now accepts the empty `Type{}` form as well, so this row's non-empty field-list requirement is broader than the implementation."
"Phase 1 - Parse and Aggregate","complete","default_record","default_record  ::= identifier ""("" "")""","CursiveSpecification.md:9426","/mnt/c/dev/cursive/cursive/src/02_source/parser/expr/call.cpp:319-336; /mnt/c/dev/cursive/cursive/src/04_analysis/composite/records.cpp:120-245. `identifier()` is parsed as a zero-argument CallExpr and typed as default record construction when the callee resolves to a default-constructible record."
"Phase 1 - Parse and Aggregate","complete","Parse-Record","**(Parse-Record)**
? ? ParseAttrListOpt(P) ? (P_0, attrs_opt)    ? ? ParseVis(P_0) ? (P_1, vis)    IsKw(Tok(P_1), `record`)    ? ? ParseIdent(Advance(P_1)) ? (P_2, name)    ? ? ParseGenericParamsOpt(P_2) ? (P_3, gen_params_opt)    ? ? ParseImplementsOpt(P_3) ? (P_4, impls)    ? ? ParsePredicateClauseOpt(P_4) ? (P_5, predicate_clause_opt)    ? ? ParseRecordBody(P_5) ? (P_6, members)    ? ? ParseInvariantOpt(P_6) ? (P_7, invariant_opt)
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseItem(P) ? (P_7, ?RecordDecl, attrs_opt, vis, name, gen_params_opt, predicate_clause_opt, impls, members, invariant_opt, SpanBetween(P, P_7), []?)","CursiveSpecification.md:9431-9434","cursive/src/02_source/parser/item/record_decl.cpp:531-577; cursive/src/02_source/parser/item/where_clause.cpp:166-170. `ParseRecordDecl` now follows the exact predicate-clause step before parsing the record body and invariant."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordBody","**(Parse-RecordBody)**
IsPunc(Tok(P), ""{"")    ? ? ParseRecordMemberList(Advance(P)) ? (P_1, members)    IsPunc(Tok(P_1), ""}"")
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordBody(P) ? (Advance(P_1), members)","CursiveSpecification.md:9436-9439","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:385-415. ParseRecordBody requires `{`, then ParseRecordMemberList, then `}`."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordMemberList-End","**(Parse-RecordMemberList-End)**
IsPunc(Tok(P), ""}"")
????????????????????????????????????????????
? ? ParseRecordMemberList(P) ? (P, [])","CursiveSpecification.md:9441-9444","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:324-333. ParseRecordMemberList returns `(P, [])` when the next token is `}`."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordMemberList-Cons","**(Parse-RecordMemberList-Cons)**
? ? ParseRecordMember(P) ? (P_1, m)    ? ? ParseRecordMemberSep(P_1) ? P_2    ? ? ParseRecordMemberList(P_2) ? (P_3, ms)
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordMemberList(P) ? (P_3, [m] ++ ms)","CursiveSpecification.md:9446-9449","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:324-378. ParseRecordMemberList repeatedly parses a member, parses the required separator, and recurs until `}`."
"Phase 1 - Parse and Aggregate","in_progress","Parse-RecordMember-Method","**(Parse-RecordMember-Method)**
? ? ParseAttrListOpt(P) ? (P_0, attrs_opt)    ? ? ParseVis(P_0) ? (P_1, vis)    IsKw(Tok(P_1), `procedure`)    ? ? ParseMethodDefAfterVis(P_1, vis, attrs_opt) ? (P_2, m)
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordMember(P) ? (P_2, m)","CursiveSpecification.md:9451-9454","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:253-266; /mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:197-246. The implementation dispatches the method branch for both `procedure` and `override`, while the rule requires the branch only when `Tok(P_1)` is `procedure`."
"Phase 1 - Parse and Aggregate","in_progress","Parse-RecordMember-AssociatedType","**(Parse-RecordMember-AssociatedType)**
? ? ParseAttrListOpt(P) ? (P_0, attrs_opt)    ? ? ParseVis(P_0) ? (P_1, vis)    IsKw(Tok(P_1), `type`)    ? ? ParseIdent(Advance(P_1)) ? (P_2, name)    ? ? ParseAssocTypeDefaultOpt(P_2) ? (P_3, default_type_opt)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordMember(P) ? (P_3, ?AssociatedTypeDecl, attrs_opt, vis, name, default_type_opt, SpanBetween(P, P_3), []?)","CursiveSpecification.md:9456-9459","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:269-297. The implementation builds the AssociatedTypeDecl span with `SpanBetween(after_attrs, after_name)`, omitting leading attributes from the spec's required `SpanBetween(P, P_3)`."
"Phase 1 - Parse and Aggregate","in_progress","Parse-RecordMember-Field","**(Parse-RecordMember-Field)**
? ? ParseAttrListOpt(P) ? (P_0, attrs_opt)    ? ? ParseVis(P_0) ? (P_1, vis)    ? IsKw(Tok(P_1), `procedure`) ? ? IsKw(Tok(P_1), `type`)    ? ? ParseRecordFieldDeclAfterVis(P_1, vis, attrs_opt) ? (P_2, f)
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordMember(P) ? (P_2, f)","CursiveSpecification.md:9461-9464","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:260-302. The implementation excludes `override` from the field branch by routing it to Parse-RecordMember-Method, but the rule excludes only `procedure` and `type`."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordFieldDeclAfterVis","**(Parse-RecordFieldDeclAfterVis)**
? ? ParseKeyBoundaryOpt(P) ? (P_0, boundary)    ? ? ParseIdent(P_0) ? (P_1, name)    IsPunc(Tok(P_1), "":"")    ? ? ParseType(Advance(P_1)) ? (P_2, ty)    ? ? ParseRecordFieldInitOpt(P_2) ? (P_3, init_opt)
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParseRecordFieldDeclAfterVis(P, vis, attrs_opt) ? (P_3, ?FieldDecl, attrs_opt, vis, boundary, name, ty, init_opt, SpanBetween(P, P_3), ??)","CursiveSpecification.md:9466-9469","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:107-150. ParseRecordFieldDeclAfterVis parses key boundary, identifier, `:`, type, and optional initializer, then constructs FieldDecl from that span."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordFieldInitOpt-None","**(Parse-RecordFieldInitOpt-None)**
? IsOp(Tok(P), ""="")
????????????????????????????????????????????????
? ? ParseRecordFieldInitOpt(P) ? (P, ?)","CursiveSpecification.md:9471-9474","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:86-92. When the next token is not `=`, ParseRecordFieldInitOpt returns `(P, ?)`."
"Phase 1 - Parse and Aggregate","complete","Parse-RecordFieldInitOpt-Yes","**(Parse-RecordFieldInitOpt-Yes)**
IsOp(Tok(P), ""="")    ? ? ParseExpr(Advance(P)) ? (P_1, e)
????????????????????????????????????????????????????????????
? ? ParseRecordFieldInitOpt(P) ? (P_1, e)","CursiveSpecification.md:9476-9479","/mnt/c/dev/cursive/cursive/src/02_source/parser/item/record_decl.cpp:93-97. When the next token is `=`, ParseRecordFieldInitOpt consumes it and parses the initializer expression."
"Phase 1 - Parse and Aggregate","incorrect","Parse-Record-Literal","**(Parse-Record-Literal)**
? ? ParseTypePath(P) ? (P_1, path)    |path| = 1    IsPunc(Tok(P_1), ""{"")    ? ? ParseFieldInitList(Advance(P_1)) ? (P_2, fields)    fields ? []    IsPunc(Tok(P_2), ""}"")
?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? ParsePrimary(P) ? (Advance(P_2), RecordExpr(TypePath(path), fields))","CursiveSpecification.md:9492-9495","C:/Dev/Cursive/cursive/src/02_source/parser/expr/record_literal.cpp:148-178; C:/Dev/Cursive/cursive/src/02_source/parser/expr/record_literal.cpp:224-260. The parser still enforces the single-segment, non-generic target restriction for ordinary record literals, but it no longer rejects `fields = []`, so this rule's `fields ≠ []` premise is not implemented exactly."
"Phase 1 - Parse and Aggregate","complete","RecordDecl","RecordDecl = ?attrs_opt, vis, name, gen_params_opt, predicate_clause_opt, implements, members, invariant_opt, span, doc?
RecordDecl.implements ? [ClassPath]","CursiveSpecification.md:9488-9489","cursive/src/02_source/ast/nodes/ast_items.h:357-368; cursive/src/04_analysis/resolve/resolve_items.cpp:808-827; cursive/src/04_analysis/typing/item/record_decl.cpp:449-451,623-642. `RecordDecl` now stores `predicate_clause_opt`, `implements`, `members`, and `invariant_opt` in the normalized spec order, and downstream resolve/type consumers use that exact shape."
"Phase 1 - Parse and Aggregate","complete","RecordMember","RecordMember ? {
  FieldDecl = ?attrs_opt, vis, boundary, name, type, init_opt, span, doc_opt?,
  MethodDecl = ?attrs_opt, vis, override, name, gen_params_opt, receiver, params, return_type_opt, contract_opt, body, span, doc_opt?,
  AssociatedTypeDecl = ?attrs_opt, vis, name, default_type_opt, span, doc_opt?
}","CursiveSpecification.md:9491-9495","C:/Dev/Cursive/cursive/src/02_source/ast/nodes/ast_items.h:315-352; RecordMember is the variant of FieldDecl, MethodDecl, and AssociatedTypeDecl, and MethodDecl now includes gen_params_opt so the constructor family matches the spec row."
"Phase 1 - Parse and Aggregate","in_progress","RecordExpr","RecordExpr = ?type_ref, fields? where type_ref ? {TypePath(path), ModalStateRef(modal_ref, state)}","CursiveSpecification.md:9497","/mnt/c/dev/cursive/cursive/src/02_source/ast/nodes/ast_exprs.h:199-204. Compiler `RecordExpr.target` permits `GenericTypeRef` in addition to `TypePath(path)` and `ModalStateRef(modal_ref, state)`."
