"implemented","rule name","rule content","spec location","compiler location"
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 4","4. Genericity preference: if both generic and non-generic candidates remain, retain only the non-generic candidates.","CursiveSpecification.md:14239",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 5","5. Constraint specificity: if multiple generic candidates remain, retain only those whose bounds and predicate requirements are pointwise at least as specific as every remaining alternative, with at least one strict improvement.","CursiveSpecification.md:14240",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 6","6. If exactly one candidate remains, that candidate is selected.","CursiveSpecification.md:14241",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 7","7. If no candidate remains, the call is ill-formed with `E-SEM-3031`.","CursiveSpecification.md:14242",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.4 Static Semantics requirement 8","8. If multiple candidates remain after all preference stages, the call is ill-formed with `E-SEM-3030`.","CursiveSpecification.md:14243",""
"","Two visible overloads with the same name MUST NOT have identical parameter-mode/type signatures after generic-parameter ","Two visible overloads with the same name MUST NOT have identical parameter-mode/type signatures after generic-parameter erasure. Such a declaration set is ill-formed with `E-SEM-3032`.","CursiveSpecification.md:14245",""
"","When `LookupMethod(T, name)","When `LookupMethod(T, name) = m`, execution uses that unique method body. No runtime overload search is performed.","CursiveSpecification.md:14249",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.6 Lowering paragraph @14253","Overload resolution is complete before lowering. Lowering consumes the selected procedure or method symbol only.","CursiveSpecification.md:14253",""
"","`E-SEM-3030`","Code=`E-SEM-3030` | Severity=Error | Detection=Compile-time | Condition=Ambiguous overload resolution","CursiveSpecification.md:14259",""
"","`E-SEM-3031`","Code=`E-SEM-3031` | Severity=Error | Detection=Compile-time | Condition=No matching overload found","CursiveSpecification.md:14260",""
"","`E-SEM-3032`","Code=`E-SEM-3032` | Severity=Error | Detection=Compile-time | Condition=Duplicate signature in overload set","CursiveSpecification.md:14261",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.3 Overloading > 15.3.7 Diagnostics paragraph @14263","Method lookup diagnostics remain defined for missing methods and ambiguous inherited-default method resolution.","CursiveSpecification.md:14263",""
"","contract_clause","contract_clause    ::= ""|:"" contract_body","CursiveSpecification.md:14270",""
"","contract_body","contract_body      ::= precondition_expr
                     | precondition_expr ""=>"" postcondition_expr
                     | ""=>"" postcondition_expr","CursiveSpecification.md:14271-14273",""
"","precondition_expr","precondition_expr  ::= predicate_expr","CursiveSpecification.md:14274",""
"","postcondition_expr","postcondition_expr ::= predicate_expr","CursiveSpecification.md:14275",""
"","Cursive Language Specification > 15. Procedures and Contracts > 15.4 Contract Clauses > 15.4.2 Parsing paragraph @14280","`ForeignContractStart` is defined by §23.6.2 and is used here only to disambiguate ordinary contract clauses from foreign contract clauses.","CursiveSpecification.md:14280",""
"","Parse-ContractClauseOpt-None","**(Parse-ContractClauseOpt-None)**
¬ IsOp(Tok(P), ""|:"") ∨ ForeignContractStart(P)
──────────────────────────────────────────────
Γ ⊢ ParseContractClauseOpt(P) ⇓ (P, ⊥)","CursiveSpecification.md:14282-14285",""
"","Parse-ContractClauseOpt-Yes","**(Parse-ContractClauseOpt-Yes)**
IsOp(Tok(P), ""|:"")    Γ ⊢ ParseContractBody(Advance(P)) ⇓ (P_1, clause)
────────────────────────────────────────────────────────────────
Γ ⊢ ParseContractClauseOpt(P) ⇓ (P_1, clause)","CursiveSpecification.md:14287-14290",""
"","Parse-ContractBody-PostOnly","**(Parse-ContractBody-PostOnly)**
IsOp(Tok(P), ""=>"")    Γ ⊢ ParsePredicateExpr(Advance(P)) ⇓ (P_1, post)
────────────────────────────────────────────────────────────────
Γ ⊢ ParseContractBody(P) ⇓ (P_1, ⟨⊥, post⟩)","CursiveSpecification.md:14292-14295",""
