row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
3403,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,"BindCtProc(Ξ, proc)",CursiveSpecification.md:23858,/mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:54-65; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:183-189,"BindCtProc(Ξ, proc) = Ξ' ⇔ proc = CtProc(_, _, name, _, _, _, _, _, _, _) ∧ Ξ' = ⟨CtVals(Ξ), CtProcs(Ξ)[name ↦ proc], CtCaps(Ξ), CtSiteOf(Ξ), CtQuoteCtxOf(Ξ)⟩"
3405,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,"UnitBlockStmts(BlockExpr(stmts, tail))",CursiveSpecification.md:23860,,"UnitBlockStmts(BlockExpr(stmts, tail)) = stmts ++ [ExprStmt(tail)]"
3406,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,ElseBlock(else_opt),CursiveSpecification.md:23861,,ElseBlock(else_opt) = else_opt    if else_opt ≠ ⊥
3407,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,ElseBlock(else_opt),CursiveSpecification.md:23862,,"ElseBlock(else_opt) = BlockExpr([], TupleExpr([]))    otherwise"
3408,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtElems(CtArray(vs)),CursiveSpecification.md:23863,,CtElems(CtArray(vs)) = vs
3409,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtElems(CtTuple(vs)),CursiveSpecification.md:23864,,CtElems(CtTuple(vs)) = vs
3410,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,"BindPatternCt(Ξ, pat, v)",CursiveSpecification.md:23865,/mnt/c/dev/cursive/cursive/src/03_comptime/eval.cpp:111-167,"BindPatternCt(Ξ, pat, v) = Ξ' iff the ordinary loop-pattern binding rules bind the names of `pat` to `v` in `CtVals(Ξ')` and leave `CtProcs`, `CtCaps`, and `CtSiteOf` unchanged."
3411,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,A conforming implementation MUST satisfy all of the following:,CursiveSpecification.md:23867,,A conforming implementation MUST satisfy all of the following:
3416,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.1 Compile-Time Forms > 22.1.5 Dynamic Semantics requirement 5,CursiveSpecification.md:23872,cursive/src/03_comptime/rewrite.cpp:45-143; cursive/src/03_comptime/rewrite.cpp:45-143,5. `CtExpr` is replaced before Phase 3 by the result of `CtLiteralize` or by the payload of a category-compatible `CtAst`.
3418,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.1 Compile-Time Forms > 22.1.5 Dynamic Semantics paragraph @23875,CursiveSpecification.md:23875,/mnt/c/dev/cursive/cursive/src/03_comptime/eval.cpp:39-271,"For every expression, statement, and block form not introduced by Chapter 22, `CtEval` and `CtExec` use the same child order, scope creation, pattern binding, control propagation, and operator semantics as the corresponding ordinary relations of Chapters 18 through 21, with values ranging over `CtValue` and fixed compile-time bindings dispatched through `CtBuiltinCall`."
3419,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.1 Compile-Time Forms > 22.1.5 Dynamic Semantics paragraph @23877,CursiveSpecification.md:23877,/mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:45-143-597,"For every item, statement, block, or expression constructor not introduced by Chapter 22, the corresponding `CtExpand*` relation recursively expands its direct child nodes in source order, rebuilds the same outer constructor from the expanded children, and concatenates emitted-item lists in that traversal order."
3421,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,ComptimePass-Cons,CursiveSpecification.md:23883-23886,/mnt/c/dev/cursive/cursive/src/03_comptime/pass.cpp:123-172; /mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:54-65,"**(ComptimePass-Cons)**
Γ ⊢ CtExecModule(M_1, Φ_0) ⇓ (M_1', Φ_1)    Γ ⊢ CtExecModuleSeq([M_2, …, M_k], Φ_1) ⇓ ([M_2', …, M_k'], Φ_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExecModuleSeq([M_1, …, M_k], Φ_0) ⇓ ([M_1', M_2', …, M_k'], Φ_2)"
3422,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,ComptimePass,CursiveSpecification.md:23888-23891,/mnt/c/dev/cursive/cursive/src/03_comptime/pass.cpp:123-172; /mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:54-65,"**(ComptimePass)**
Phase2ModuleOrder(P) = [M_1, …, M_k]    root_0 = P.root    Φ_0 = ⟨files_0, root_0, [], [], 0⟩    Γ ⊢ CtExecModuleSeq([M_1, …, M_k], Φ_0) ⇓ ([M_1', …, M_k'], Φ_1)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ ComptimePass(P, [M_1, …, M_k]) ⇓ [M_1', …, M_k']"
3423,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.1 Compile-Time Forms > 22.1.5 Dynamic Semantics paragraph @23893,CursiveSpecification.md:23893,/mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:54-65; /mnt/c/dev/cursive/cursive/src/03_comptime/common.cpp:45-54; cursive/src/03_comptime/eval.cpp:60-69; /mnt/c/dev/cursive/cursive/src/03_comptime/pass.cpp:123-165,where `files_0` is the deterministic project-file snapshot defined by §22.2.5.
3424,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtExecModule,CursiveSpecification.md:23895-23898,/mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/03_comptime/pass.cpp:123-165,"**(CtExecModule)**
Ξ_0 = CtEmptyEnv(M)    Γ ⊢ CtExpandItemSeq(M.items, Ξ_0, Φ, 0) ⇓ (items', Ξ_1, Φ_1)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExecModule(M, Φ) ⇓ (⟨M.path, items', M.module_doc⟩, Φ_1)"
3426,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtExpandItemSeq-Cons,CursiveSpecification.md:23904-23907,/mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:54-65; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232,"**(CtExpandItemSeq-Cons)**
WithCtSite(Ξ, ord, ⊥) = Ξ_0    Γ ⊢ CtExpandItem(Ξ_0, Φ_0, it) ⇓ (⟨keep_items, emit_items⟩, Ξ_1, Φ_1)    Γ ⊢ CtExpandItemSeq(emit_items ++ rest, Ξ_1, Φ_1, ord + 1) ⇓ (rest', Ξ_2, Φ_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandItemSeq([it] ++ rest, Ξ, Φ_0, ord) ⇓ (keep_items ++ rest', Ξ_2, Φ_2)"
3431,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtExpandStmtSeq-Cons,CursiveSpecification.md:23922-23925,/mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:9-41,"**(CtExpandStmtSeq-Cons)**
Γ ⊢ CtExpandStmt(Ξ, Φ_0, s) ⇓ (ss_0, Ξ_1, Φ_1)    Γ ⊢ CtExpandStmtSeq(rest, Ξ_1, Φ_1) ⇓ (ss_1, Ξ_2, Φ_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandStmtSeq([s] ++ rest, Ξ, Φ_0) ⇓ (ss_0 ++ ss_1, Ξ_2, Φ_2)"
3432,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtExpandBlock,CursiveSpecification.md:23927-23930,/mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:9-41,"**(CtExpandBlock)**
Γ ⊢ CtExpandStmtSeq(stmts, Ξ, Φ_0) ⇓ (stmts', Ξ_1, Φ_1)    (tail_opt = ⊥ ⇒ tail_opt' = ⊥ ∧ Ξ_2 = Ξ_1 ∧ Φ_2 = Φ_1)    (tail_opt = e ⇒ Γ ⊢ CtExpandExpr(Ξ_1, Φ_1, e) ⇓ (e', Ξ_2, Φ_2) ∧ tail_opt' = e')
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandBlock(Ξ, Φ_0, BlockExpr(stmts, tail_opt)) ⇓ (BlockExpr(stmts', tail_opt'), Ξ_2, Φ_2)"
3433,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtExpandStmt-CtStmt,CursiveSpecification.md:23932-23935,,"**(CtExpandStmt-CtStmt)**
Γ ⊢ CtExec(Ξ, Φ_0, body) ⇓ (Ξ_1, Φ_1)
────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandStmt(Ξ, Φ_0, CtStmt(body, attrs_opt, span)) ⇓ ([], Ξ_1, Φ_1)"
3434,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtExpandExpr-CtExpr,CursiveSpecification.md:23937-23940,/mnt/c/dev/cursive/cursive/src/03_comptime/common.cpp:88-96; cursive/src/03_comptime/rewrite.cpp:45-143; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:74-90; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:45-143; cursive/src/03_comptime/rewrite.cpp:180-232,"**(CtExpandExpr-CtExpr)**
Γ ⊢ CtEval(Ξ, Φ_0, body) ⇓ (cv, Ξ_1, Φ_1)    Γ ⊢ CtLiteralize(cv) ⇓ e'
──────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandExpr(Ξ, Φ_0, CtExpr(body, attrs_opt, span)) ⇓ (e', Ξ_1, Φ_1)"
3435,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtExpandExpr-CtIf-True,CursiveSpecification.md:23942-23945,,"**(CtExpandExpr-CtIf-True)**
Γ ⊢ CtEval(Ξ, Φ_0, cond) ⇓ (CtPrim(true), Ξ_1, Φ_1)    Γ ⊢ CtExpandBlock(Ξ_1, Φ_1, then_blk) ⇓ (b', Ξ_2, Φ_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandExpr(Ξ, Φ_0, CtIf(cond, then_blk, else_opt, span)) ⇓ (b', Ξ_2, Φ_2)"
3436,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtExpandExpr-CtIf-False,CursiveSpecification.md:23947-23950,,"**(CtExpandExpr-CtIf-False)**
Γ ⊢ CtEval(Ξ, Φ_0, cond) ⇓ (CtPrim(false), Ξ_1, Φ_1)    b = ElseBlock(else_opt)    Γ ⊢ CtExpandBlock(Ξ_1, Φ_1, b) ⇓ (b', Ξ_2, Φ_2)
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandExpr(Ξ, Φ_0, CtIf(cond, then_blk, else_opt, span)) ⇓ (b', Ξ_2, Φ_2)"
3437,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtExpandExpr-CtFor,CursiveSpecification.md:23952-23955,,"**(CtExpandExpr-CtFor)**
Γ ⊢ CtEval(Ξ, Φ_0, src) ⇓ (iter_v, Ξ_1, Φ_1)    CtIterable(iter_v)    elems = CtElems(iter_v)    Γ ⊢ CtForUnroll(Ξ_1, Φ_1, pat, body, elems) ⇓ (stmts, Ξ_2, Φ_2)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtExpandExpr(Ξ, Φ_0, CtFor(pat, src, body, span)) ⇓ (BlockExpr(stmts, TupleExpr([])), Ξ_2, Φ_2)"
3438,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtForUnroll-Empty,CursiveSpecification.md:23957-23959,,"**(CtForUnroll-Empty)**
──────────────────────────────────────────────
Γ ⊢ CtForUnroll(Ξ, Φ, pat, body, []) ⇓ ([], Ξ, Φ)"
3439,TASK-021,Phase 2 - ExecuteComptime,unmapped/no-compiler-location,missing,CtForUnroll-Cons,CursiveSpecification.md:23961-23964,,"**(CtForUnroll-Cons)**
BindPatternCt(Ξ, pat, v) = Ξ_0    Γ ⊢ CtExpandBlock(Ξ_0, Φ_0, body) ⇓ (b, Ξ_1, Φ_1)    Γ ⊢ CtForUnroll(Ξ_1, Φ_1, pat, body, rest) ⇓ (stmts_rest, Ξ_2, Φ_2)
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ CtForUnroll(Ξ, Φ_0, pat, body, [v] ++ rest) ⇓ (UnitBlockStmts(b) ++ stmts_rest, Ξ_2, Φ_2)"
3440,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,complete,CtLiteralize(CtPrim(v)) ⇓ Literal(ℓ),CursiveSpecification.md:24025-24026,"cursive/src/03_comptime/common.cpp:137-183,340-368; cursive/src/03_comptime/eval.cpp:327-355; explicit `UnitVal` now literalizes to `()`, and non-unit primitive values literalize through the ordinary literal surface.","CtLiteralize(CtPrim(v)) ⇓ Literal(ℓ) ⇔ v ≠ UnitVal ∧ ∃ T. LiteralValue(ℓ, T) = v"
3441,TASK-022,Phase 2 - ExecuteComptime,compiler/02_source,incorrect,CtLiteralize(CtString(v)) ⇓ Literal(ℓ),CursiveSpecification.md:23967,/mnt/c/dev/cursive/cursive/include/03_comptime/comptime_internal.h:46-52; cursive/src/03_comptime/common.cpp:88-96; /mnt/c/dev/cursive/cursive/src/03_comptime/common.cpp:88-96; cursive/src/03_comptime/rewrite.cpp:45-143,"CtLiteralize(CtString(v)) ⇓ Literal(ℓ) ⇔ LiteralValue(ℓ, TypeString(`@View`)) = v ∨ LiteralValue(ℓ, TypeString(`@Managed`)) = v"
